ID,ANT_Temp,Tipo_escuela,ESCUELA,GRADO,Grupo,Anios,Total_meses,Sexo,Calificacion,ConteoT,Target,ConteoCorrecto12-13,Conteocorrecto_Target12-13,Nivel _actividad,Sonrisa_Risa,Placer_alta_intensidad,Impulsividad,Aprox,Timidez,Miedo,Malestar,Tristeza,Frustracion,Autotranquilizacion,control_Inhibitorio,Placer_baja_intensidad,Sensibilidad perceptual,Atencion_foc,Shifting,conjunto_atencion,CE_condistractibilidad,AfectoNegativo,ExtraversionSurgency,CE_sindistractibilidad,Alerta,Orientacion,Conflicto,Errores_totales,ANT_porcentaje_errores_total,ANT_errores_omision,ANT_porcentaje_errores_omision,ANT_errores_comision,ANT_porcentaje_errores_comision,ANT_errores_porcentaje_50,ANT_errores_omisión_50,ANT_errores_comision_50,ANT_porcentaje_errores_omision_50,ANT_porcentaje_errores_comision_50,ANT_porcentajecorrecto,ANT_porcentaje_correctas_50,ANT_filtrado_50,Alerta_50,Orientacion_50,Conflicto_50,Central_Cue_rt,Spatial_Cue_rt,Perfiles,Perfiles_sindistac,CE_AltosBajos,AN_AltosBajos,Surgency_AltosBajos,CE_sindistrac_AltosBajos,CE_super_AltosBajos,AN_super_AltosBajos,Sugency_super_AltosBajos,CE_sindistrac_super_AltosBajos,Alerta_AltosBajos,Orientacion_AltosBajos,Conflicto_AltosBajos
KW1080,,0,1,1,3,6,79,0,9.7,12,1,1,1,3.615384615,4.833333333,3.923076923,3.615384615,5,4.230769231,4.090909091,4.416666667,4,4.076923077,5.153846154,5.166666667,5.666666667,4.454545455,4.555555556,5,4.714285714,4.968686869,4.347668998,4.202991453,4.960858586,89,30.5,157,10,4.861111111,5,3.401360544,5,3.401360544,4.861111111,5,5,3.401360544,3.401360544,95.13888889,95.13888889,1,89,30.5,157,972.0285714,938.5588235,3,3,1,1,0,1,1,,0,,1,0,1
KW1082,,0,1,1,3,6,77,0,8.9,12,0,1,0,3.769230769,4.692307692,4.615384615,3.846153846,5.307692308,5.692307692,4,4.166666667,4.416666667,4.153846154,4.230769231,4.461538462,6.076923077,5,4.888888889,4.6,4.785714286,5.005470085,4.193589744,4.653846154,5.106837607,75.5,15,44.5,48,31.25,24,16.32653061,24,16.32653061,31.25,24,24,16.32653061,16.32653061,68.75,68.75,1,75.5,15,44.5,1004.913043,1000.592593,2,2,1,0,1,1,1,,,1,1,0,0
KW1084,,0,1,1,3,6,74,0,8.2,14,1,0,0,3.769230769,4.153846154,4.818181818,4.307692308,4.384615385,3.384615385,3.909090909,4.083333333,4.25,3.692307692,4.461538462,4.25,4.384615385,3.916666667,4.125,3.6,3.923076923,4.05525641,4.079254079,4.136363636,4.169070513,-6.5,41,166.5,17,9.722222222,4,2.721088435,13,8.843537415,9.722222222,4,13,2.721088435,8.843537415,90.27777778,90.27777778,1,-6.5,41,166.5,854.90625,854.1142857,0,0,0,0,0,0,0,0,0,0,0,,1
KW1085,,0,1,1,3,7,84,0,9,13,1,1,1,4,4.111111111,5.083333333,4.454545455,2.789473684,3.769230769,3.444444444,4.1,4.25,4.3,4.363636364,4,4.636363636,4.181818182,4.6,4.333333333,4.5,4.35030303,4.091616162,4.034615725,4.354545455,88,72,30,15,8.333333333,5,3.401360544,10,6.802721088,8.333333333,5,10,3.401360544,6.802721088,91.66666667,91.66666667,1,88,72,30,932.6060606,838.1176471,0,0,0,0,0,0,0,0,0,0,1,1,0
KW1086,,0,1,1,3,6,72,0,9.6,11,1,0,0,5.153846154,5.153846154,5.153846154,4.666666667,5.076923077,3.923076923,4.416666667,5.5,4.75,6.230769231,3.230769231,4.384615385,5.75,5.083333333,4.666666667,3.2,4.142857143,4.616923077,4.825641026,4.854700855,4.971153846,-43.5,43,283,65,43.05555556,1,0.680272109,64,43.53741497,43.05555556,1,64,0.680272109,43.53741497,56.94444444,56.94444444,1,-43.5,43,283,794.2272727,778.5555556,1,3,0,1,1,1,,1,1,,0,1,1
KW1087,,0,1,1,3,7,86,1,9.3,10,1,0,0,4.076923077,4.923076923,4,3.846153846,5.307692308,3.307692308,5.583333333,4,4.25,5.076923077,4.384615385,4.153846154,5.307692308,5.25,4.444444444,3.8,4.214285714,4.591196581,4.658974359,4.243589744,4.788995726,40,107,81,41,26.38888889,7,4.761904762,34,23.1292517,26.38888889,7,34,4.761904762,23.1292517,73.61111111,73.61111111,1,40,107,81,876.3703704,789.96,1,1,0,1,0,0,,1,0,,0,1,0
KW1088,,0,1,1,3,7,84,1,8.5,12,1,1,1,4.846153846,5,3.583333333,4.769230769,5.538461538,4.923076923,6.083333333,5.416666667,4.75,5.230769231,4.583333333,3.666666667,4.166666667,4.75,3.222222222,4.6,3.714285714,4.081111111,5.212820513,4.776709402,3.951388889,35,40.5,132.5,21,12.5,0,0,21,14.28571429,12.5,0,21,0,14.28571429,87.5,87.5,1,35,40.5,132.5,621.7058824,596.625,1,1,0,1,1,0,0,1,,0,0,0,1
KW1090,,0,1,1,3,6,75,0,9,12,1,1,1,3.923076923,5.615384615,5,4.076923077,6.307692308,2,3.272727273,3.5,3.666666667,3.307692308,5.666666667,5.818181818,6.076923077,5.5,4.333333333,3.6,4.071428571,5.065687646,3.882750583,4.487179487,5.432109557,7.5,111.5,68.5,15,8.333333333,7,4.761904762,8,5.442176871,8.333333333,7,8,4.761904762,5.442176871,91.66666667,91.66666667,1,7.5,111.5,68.5,1063.257143,912.59375,2,2,1,0,0,1,1,0,,1,0,1,0
KW1091,,0,1,1,3,6,83,0,9.8,11,0,0,0,4.916666667,4.692307692,3.916666667,4.333333333,5.166666667,3.083333333,5.454545455,3.416666667,4.090909091,3.25,4.833333333,5.083333333,6.090909091,5.3,5.25,5,5.166666667,5.344848485,4.209090909,4.351495726,5.431060606,-131.5,-35,186.5,71,47.22222222,9,6.12244898,62,42.17687075,47.22222222,9,62,6.12244898,42.17687075,52.77777778,52.77777778,1,-131.5,-35,186.5,909.875,886.5454545,2,2,1,0,0,1,1,,0,1,0,0,1
KW1093,,0,1,1,3,6,75,0,9.1,12,0,1,0,4.153846154,4.769230769,4.153846154,3.230769231,4.461538462,4.769230769,4,3.666666667,4.333333333,3.153846154,5.076923077,4.769230769,4.769230769,4.333333333,5.555555556,5.2,5.428571429,4.925470085,4.046153846,4.256410256,4.856837607,104,-18.5,23.5,24,14.58333333,6,4.081632653,18,12.24489796,14.58333333,6,18,4.081632653,12.24489796,85.41666667,85.41666667,1,104,-18.5,23.5,933.4333333,939,2,2,1,0,0,1,,0,0,,1,0,0
KW1094,,0,1,1,3,7,84,1,9,11,1,0,0,4.769230769,5.692307692,5.538461538,4.692307692,5,2.615384615,4.636363636,3.583333333,4.083333333,4.846153846,4.692307692,3.583333333,5.153846154,4.818181818,3.444444444,5.2,4.071428571,4.43996115,4.368298368,4.717948718,4.249951437,5,13,176,21,12.5,10,6.802721088,11,7.482993197,12.5,10,11,6.802721088,7.482993197,87.5,87.5,1,5,13,176,988.90625,1001.9375,1,1,0,1,1,0,0,,,0,0,0,1
KW1101,,0,1,1,3,6,77,1,9.5,6,1,0,0,4.166666667,4.769230769,3.846153846,4.692307692,4.769230769,4.461538462,4.5,4.416666667,3.916666667,3,5.230769231,4.923076923,5.230769231,4.416666667,4.888888889,3.8,4.5,4.651880342,4.212820513,4.450854701,4.864850427,73.5,6.5,70.5,47,30.55555556,3,2.040816327,44,29.93197279,30.55555556,3,44,2.040816327,29.93197279,69.44444444,69.44444444,1,73.5,6.5,70.5,793.7692308,838.3913043,0,2,0,0,0,1,,,,,1,0,0
KW1102,,0,1,1,3,7,85,0,9.2,12,0,1,0,4.384615385,5.692307692,5.153846154,4.384615385,4.923076923,4.153846154,4.416666667,3.916666667,4.25,5.461538462,4.153846154,4.538461538,5.538461538,5,4,3.2,3.714285714,4.455384615,4.43974359,4.782051282,4.769230769,42,81.5,-41,33,20.83333333,6,4.081632653,27,18.36734694,20.83333333,6,27,4.081632653,18.36734694,79.16666667,79.16666667,1,42,81.5,-41,947.3666667,886.0333333,1,1,0,1,1,0,,,,,0,1,0
KW1104,,0,1,1,3,6,75,0,8.4,12,1,1,1,5.333333333,4.846153846,5.153846154,3,5.769230769,6.230769231,3,2.666666667,4.166666667,3.923076923,5.615384615,4.769230769,4.846153846,5.5,1,4.6,2.285714286,4.143076923,3.874358974,5.055555556,4.028846154,21.5,42.5,21.5,30,18.75,15,10.20408163,15,10.20408163,18.75,15,15,10.20408163,10.20408163,81.25,81.25,1,21.5,42.5,21.5,1015.5,986.8387097,0,0,0,0,1,0,0,0,1,0,0,1,0
KW1106,,0,1,1,3,6,82,1,9.1,8,1,0,0,3.923076923,4.461538462,5.076923077,3.230769231,5.230769231,3.538461538,4.5,4.5,4.25,3.384615385,4.692307692,4.769230769,5.153846154,4.5,4.444444444,4.5,4.461538462,4.673504274,4.265384615,4.243589744,4.716880342,105,113,167,28,17.36111111,16,10.88435374,12,8.163265306,17.36111111,16,12,10.88435374,8.163265306,82.63888889,82.63888889,1,105,113,167,1041.774194,988.5,0,0,0,0,0,0,,,0,,1,1,1
KW1107,,0,1,1,3,6,72,0,8.2,12,1,1,1,4.692307692,3.923076923,5.076923077,4.153846154,4.615384615,4.153846154,3.75,4.25,4.166666667,4.846153846,4.384615385,5,4,4.727272727,3.777777778,4.2,3.928571429,4.341010101,4.279487179,4.435897436,4.376262626,99,3,167.5,,17.36111111,,,,,17.36111111,0,0,0,0,82.63888889,82.63888889,1,99,3,167.5,,,0,0,0,0,0,0,0,,,0,1,0,1
KW1109,,0,1,1,3,6,83,0,9.3,12,1,1,1,5.230769231,5.153846154,5.846153846,4.923076923,4.153846154,1.769230769,3.25,2.416666667,2.416666667,2.923076923,5.153846154,4.307692308,5.769230769,4.833333333,4.222222222,4.2,4.214285714,4.666495726,3.232051282,4.512820513,4.783119658,-84.5,1,59.5,69,45.83333333,27,18.36734694,42,28.57142857,45.83333333,27,42,18.36734694,28.57142857,54.16666667,54.16666667,1,-84.5,1,59.5,990,983.4117647,0,0,0,0,0,0,,0,,,0,0,0
KW1111,,0,1,1,3,7,86,0,9.7,12,0,1,0,4.692307692,5.769230769,6.384615385,4.384615385,5.538461538,2.923076923,2.25,2.833333333,3.5,3.769230769,5.846153846,6.461538462,5.615384615,6.454545455,6.111111111,3.6,5.214285714,5.648515929,3.63974359,4.948717949,6.160644911,-102,164.5,-56,20,11.80555556,10,6.802721088,10,6.802721088,11.80555556,10,10,6.802721088,6.802721088,88.19444444,88.19444444,1,-102,164.5,-56,1075.147059,934.483871,2,2,1,0,1,1,1,0,1,1,0,1,0
KW1113,,0,1,2,4,8,97,1,8.9,12,1,1,1,4.461538462,4.615384615,5.538461538,3.923076923,5.615384615,3.076923077,3.166666667,2.583333333,3.333333333,3.923076923,5.615384615,5.230769231,5.75,4.666666667,4.888888889,4.4,4.714285714,4.987264957,3.724358974,4.538461538,5.134081197,76.5,85.5,219,15,8.333333333,3,2.040816327,12,8.163265306,8.333333333,3,12,2.040816327,8.163265306,91.66666667,91.66666667,1,76.5,85.5,219,787.7058824,710.5428571,2,2,1,0,0,1,1,0,,1,1,1,1
KW1116,,0,1,2,4,8,96,1,9,12,1,1,1,5.076923077,5.461538462,5.230769231,4.384615385,5.461538462,3.230769231,4.166666667,3.25,4.666666667,4.769230769,4.153846154,3.769230769,5.615384615,4.666666667,3.777777778,5.2,4.285714286,4.605811966,4.201282051,4.807692308,4.457264957,44,67,28.5,9,4.166666667,0,0,9,6.12244898,4.166666667,0,9,0,6.12244898,95.83333333,95.83333333,1,44,67,28.5,914.3636364,883.8888889,0,0,0,0,1,0,,,1,0,0,1,0
KW1122,,0,1,2,4,8,96,0,9.8,13,0,1,0,6,4.846153846,5.307692308,4.692307692,6.076923077,3.846153846,5,2.583333333,3.5,4.076923077,4.538461538,4.846153846,4.538461538,5.166666667,5.111111111,5.4,5.214285714,5.012478632,3.93974359,5.128205128,4.915598291,157.5,84,137,15,8.333333333,3,2.040816327,12,8.163265306,8.333333333,3,12,2.040816327,8.163265306,91.66666667,91.66666667,1,157.5,84,137,870.6363636,754.8529412,2,2,1,0,1,1,1,0,1,,1,1,1
KW1124,,0,1,2,4,8,96,0,9.4,12,1,1,1,3.307692308,4.923076923,5.307692308,4.384615385,5.615384615,1.846153846,5.5,3.583333333,4.833333333,3.846153846,5.923076923,5.846153846,5.769230769,5.5,4.777777778,5.8,5.142857143,5.538632479,4.737179487,4.230769231,5.473290598,29,10.5,143,19,11.11111111,3,2.040816327,16,10.88435374,11.11111111,3,16,2.040816327,10.88435374,88.88888889,88.88888889,1,29,10.5,143,1007.892857,967.8484848,3,3,1,1,0,1,1,1,0,1,0,0,1
KW1129,,0,1,2,4,7,92,0,8.6,14,0,0,0,4.153846154,3.692307692,3.153846154,3.615384615,4.384615385,3.076923077,3.583333333,4.25,3.583333333,2.461538462,4.615384615,4.692307692,5.076923077,5.083333333,4.444444444,4.4,4.428571429,4.739401709,3.698717949,3.679487179,4.824252137,160.5,84,211.5,56,36.80555556,40,27.21088435,16,10.88435374,36.80555556,40,16,27.21088435,10.88435374,63.19444444,63.19444444,1,160.5,84,211.5,1024,963.6153846,2,0,1,0,0,0,,0,0,,1,1,1
KW1131,,0,1,2,4,7,84,0,8.5,13,1,1,1,4.384615385,3.923076923,4.083333333,4.076923077,4.384615385,3.230769231,3.916666667,4.25,3.75,4.076923077,3.692307692,4.25,4.416666667,4.666666667,3.777777778,4.2,3.928571429,4.262222222,3.937179487,4.013888889,4.277777778,-34.5,37.5,20,49,31.94444444,12,8.163265306,37,25.17006803,31.94444444,12,37,8.163265306,25.17006803,68.05555556,68.05555556,1,-34.5,37.5,20,946.96,920.2916667,0,0,0,0,0,0,0,0,0,0,0,0,0
KW1133,,0,1,2,4,7,91,1,9.6,12,1,1,1,5.307692308,5.769230769,5.769230769,5.692307692,6.384615385,1.461538462,2.5,1.833333333,4,3.153846154,5.923076923,6.384615385,5,6.25,5.444444444,5,5.285714286,5.615811966,3.482051282,5.064102564,5.769764957,11.5,121,53,10,4.861111111,0,0,10,6.802721088,4.861111111,0,10,0,6.802721088,95.13888889,95.13888889,1,11.5,121,53,765.8529412,682.9705882,2,2,1,0,1,1,1,0,1,1,0,1,0
KW1134,,0,1,2,4,7,88,1,7.6,19,0,0,0,4.769230769,5.076923077,3.846153846,3.923076923,4.230769231,3.307692308,4.25,3.416666667,3.5,3,4.692307692,3.923076923,4.461538462,3.833333333,3.444444444,4.8,3.928571429,4.092478632,3.771794872,4.192307692,3.915598291,32.5,42,138,29,18.05555556,1,0.680272109,28,19.04761905,18.05555556,1,28,0.680272109,19.04761905,81.94444444,81.94444444,1,32.5,42,138,823.4827586,806.6774194,0,0,0,0,0,0,0,0,0,0,0,1,1
KW1135,,0,1,2,4,,,1,7.3,12,1,1,1,4.538461538,5.384615385,5,4.384615385,5.538461538,3.307692308,4.5,4.166666667,3.166666667,4.153846154,5.307692308,4.615384615,4.923076923,5.25,4.888888889,4.8,4.857142857,4.895470085,4.258974359,4.692307692,4.919337607,143,-36,30,10,4.861111111,4,2.721088435,6,4.081632653,4.861111111,4,6,2.721088435,4.081632653,95.13888889,95.13888889,1,143,-36,30,831.3428571,867.5277778,2,2,1,0,1,1,,,,,1,0,0
KW1138,,0,1,2,4,8,98,1,9.1,11,1,0,0,5.384615385,6.461538462,5.769230769,5.923076923,6.153846154,1.307692308,3.083333333,3.181818182,4.083333333,3.846153846,5.307692308,3.461538462,5.615384615,3.833333333,5.222222222,3.6,4.642857143,4.346495726,3.9004662,5.166666667,4.533119658,42.5,84.5,91,12,6.25,0,0,12,8.163265306,6.25,0,12,0,8.163265306,93.75,93.75,1,42.5,84.5,91,705.1176471,649.7352941,0,0,0,0,1,0,0,0,1,0,0,1,0
KW1140,,0,1,2,4,8,96,1,8.3,12,1,1,1,3.538461538,4.846153846,4.846153846,3.769230769,5.615384615,4.538461538,3.833333333,3.666666667,4.5,4.076923077,3.923076923,4.923076923,5.307692308,5.083333333,5,4,4.642857143,4.862820513,4,4.525641026,5.078525641,64,21,159,27,16.66666667,0,0,27,18.36734694,16.66666667,0,27,0,18.36734694,83.33333333,83.33333333,1,64,21,159,608.2903226,581.9032258,2,2,1,0,0,1,,0,,1,1,0,1
KW1141,,0,1,2,4,8,96,0,8.7,12,1,1,1,4.461538462,4.384615385,4.461538462,4.384615385,5.538461538,4.153846154,5.833333333,4.916666667,5.25,4.076923077,4,4.307692308,4.615384615,6,3.555555556,4.6,3.928571429,4.615726496,4.815384615,4.564102564,4.61965812,165,20,-100.5,12,6.25,4,2.721088435,8,5.442176871,6.25,4,8,2.721088435,5.442176871,93.75,93.75,1,165,20,-100.5,887.6,865.5714286,1,1,0,1,1,0,,1,,,1,0,0
KW1143,,0,1,2,4,7,84,0,9.3,12,0,1,0,4,4.75,4.583333333,4.111111111,5.076923077,4.615384615,3.916666667,3.545454545,4.571428571,3.545454545,3.916666667,4.25,5.25,4.1,4.555555556,4.25,4.461538462,4.481111111,3.899134199,4.522792023,4.538888889,191,65,197.5,29,18.05555556,14,9.523809524,15,10.20408163,18.05555556,14,15,9.523809524,10.20408163,81.94444444,81.94444444,1,191,65,197.5,1017.758621,972.5806452,0,0,0,0,0,0,,0,,0,1,1,1
KW1148,,0,1,2,4,7,94,1,7.2,12,1,1,1,5,5.615384615,6.615384615,3.846153846,5.615384615,4.384615385,3.5,3.666666667,4.916666667,6.153846154,3.615384615,4.083333333,5.5,6,5,4.2,4.714285714,4.956666667,4.370512821,5.179487179,5.145833333,60,51.5,90.5,18,10.41666667,2,1.360544218,16,10.88435374,10.41666667,2,16,1.360544218,10.88435374,89.58333333,89.58333333,1,60,51.5,90.5,715.4333333,630.2424242,3,3,1,1,1,1,,,1,1,1,1,0
KW1149,,0,1,2,4,7,94,0,8.4,11,1,0,0,5.230769231,4.923076923,4.615384615,4.923076923,5.692307692,3.538461538,4.166666667,3.833333333,4.666666667,3.769230769,4.384615385,3.615384615,4.307692308,4.166666667,2.777777778,4,3.214285714,3.773504274,4.164102564,4.820512821,3.716880342,40,106,112.5,32,20.13888889,21,14.28571429,11,7.482993197,20.13888889,21,11,14.28571429,7.482993197,79.86111111,79.86111111,1,40,106,112.5,747.7142857,650.0689655,0,0,0,0,1,0,0,,1,0,0,1,1
KW1155,,0,1,2,5,8,96,1,9,12,0,1,0,6.25,5.846153846,5.727272727,5.363636364,6.923076923,3.833333333,4.75,5.166666667,3.625,3.5,5.25,3.416666667,5.6,4.6,4,3.4,3.785714286,4.203333333,4.458333333,5.657245532,4.404166667,-29,179.5,125.5,9,4.166666667,0,0,9,6.12244898,4.166666667,0,9,0,6.12244898,95.83333333,95.83333333,1,-29,179.5,125.5,747.2352941,602.1470588,1,1,0,1,1,0,0,,1,0,0,1,1
KW1159,,0,1,2,5,7,88,0,8,12,1,1,1,5.230769231,6.307692308,4.538461538,4.461538462,5.153846154,1.923076923,2.833333333,3.272727273,3.333333333,3,6.692307692,6.230769231,6.307692308,6,4.555555556,5.8,5,5.778803419,3.826340326,4.602564103,5.773504274,-117.5,47,-103.5,18,10.41666667,4,2.721088435,14,9.523809524,10.41666667,4,14,2.721088435,9.523809524,89.58333333,89.58333333,1,-117.5,47,-103.5,980.7096774,907.3636364,2,2,1,0,1,1,1,0,,1,0,1,0
KW1174,,0,1,2,5,7,88,0,8.5,12,1,1,1,4.846153846,5.692307692,4.153846154,4.230769231,5.384615385,3.833333333,4.916666667,3.5,4.083333333,3.615384615,3.846153846,4.538461538,5.615384615,5.333333333,3.777777778,5,4.214285714,4.852991453,3.992307692,4.69017094,4.816239316,14.5,16,84,10,4.861111111,4,2.721088435,6,4.081632653,4.861111111,4,6,2.721088435,4.081632653,95.13888889,95.13888889,1,14.5,16,84,1061.171429,955.9090909,2,0,1,0,1,0,,0,,,0,0,0
KW1177,,0,1,2,5,7,89,0,8.1,12,0,1,0,3.75,4.4,3.7,3.166666667,4.25,3.5,5,3.5,4,3.625,6,5.181818182,5.636363636,5.25,4.857142857,4.25,4.636363636,5.035064935,4.425,3.794444444,5.231331169,70,-324,133.5,103,69.44444444,4,2.721088435,99,67.34693878,,,,,,30.55555556,,0,,,,893.3846154,1160.222222,3,3,1,1,0,1,1,,0,1,1,0,1
KW1184,,0,1,2,6,7,84,1,8.3,18,1,0,0,4.538461538,4.615384615,4.923076923,4.461538462,5.538461538,4.615384615,5.181818182,4.545454545,4.666666667,5,4.615384615,3,4.583333333,4.75,3.444444444,4,3.642857143,3.955555556,4.801864802,4.782051282,3.944444444,115,1.5,93,14,7.638888889,0,0,14,9.523809524,7.638888889,0,14,0,9.523809524,92.36111111,92.36111111,1,115,1.5,93,598.46875,568.6060606,1,1,0,1,1,0,0,1,,0,1,0,0
KW1185,,0,1,2,6,7,89,1,8.4,12,0,1,0,5,6,5.846153846,5.384615385,5.307692308,2.692307692,3.545454545,4.083333333,3.25,4.153846154,5.153846154,4.384615385,4.666666667,3.727272727,2.444444444,4,3,3.844599845,4.037296037,5.038461538,3.805749806,-14,73,242.5,18,10.41666667,5,3.401360544,13,8.843537415,10.41666667,5,13,3.401360544,8.843537415,89.58333333,89.58333333,1,-14,73,242.5,947.9090909,797.1612903,0,0,0,0,1,0,0,0,1,0,0,1,1
KW1186,,0,1,2,6,8,97,1,9.5,12,0,1,0,4.230769231,3.923076923,4.538461538,3.384615385,4,4.923076923,6,4.416666667,4,4.076923077,5.692307692,4.923076923,4.615384615,5.416666667,5.222222222,4.8,5.071428571,4.995470085,4.837179487,4.166666667,5.044337607,-35.5,-57.5,141,12,6.25,2,1.360544218,10,6.802721088,6.25,2,10,1.360544218,6.802721088,93.75,93.75,1,-35.5,-57.5,141,815.3055556,819.1935484,3,3,1,1,0,1,1,1,0,1,0,0,1
KW1195,,0,1,2,6,7,84,0,8.5,11,0,0,0,4.846153846,5.153846154,4.538461538,3.923076923,5.692307692,4.615384615,5.083333333,5.166666667,5.166666667,4.769230769,3.846153846,3.153846154,5.461538462,5.5,3.555555556,2.6,3.214285714,4.054188034,4.806410256,4.794871795,4.417735043,-55,47,42,93,62.5,2,1.360544218,91,61.9047619,,,,,,37.5,,0,,,,830.6153846,813,1,1,0,1,1,0,0,1,1,0,0,1,0
KW1199,,0,1,2,6,8,97,1,9,11,1,0,0,4.846153846,5.769230769,4.846153846,5.615384615,6.384615385,3.769230769,5.333333333,3.666666667,3.75,5.230769231,5.846153846,4.692307692,5.333333333,6.083333333,4.777777778,4.6,4.714285714,5.097350427,4.765384615,5.205128205,5.221688034,29,-8.5,116.5,16,9.027777778,1,0.680272109,15,10.20408163,9.027777778,1,15,0.680272109,10.20408163,90.97222222,90.97222222,1,29,-8.5,116.5,632.2727273,582.2,3,3,1,1,1,1,1,1,1,1,0,0,1
KW1202,,0,1,2,6,8,96,1,9.4,12,1,1,1,4,5,4.846153846,3.846153846,4.615384615,3.923076923,3.416666667,3.5,3.583333333,3.384615385,4.615384615,4.692307692,5.384615385,4.083333333,5.222222222,4.4,4.928571429,4.756495726,3.7,4.371794872,4.845619658,-51.5,104.5,-100,13,6.944444444,3,2.040816327,10,6.802721088,6.944444444,3,10,2.040816327,6.802721088,93.05555556,93.05555556,1,-51.5,104.5,-100,791.1875,755.2941176,2,2,1,0,0,1,,0,0,,0,1,0
KW1203,,0,1,2,6,8,96,0,9.3,12,0,1,0,4.923076923,5.5,4.363636364,4,5.461538462,3.615384615,5.181818182,3.916666667,4.583333333,4.538461538,4.076923077,4.076923077,4.692307692,5.583333333,4.333333333,4.4,4.357142857,4.617179487,4.459440559,4.643939394,4.671474359,50.5,2,-22.5,16,9.027777778,1,0.680272109,15,10.20408163,9.027777778,1,15,0.680272109,10.20408163,90.97222222,90.97222222,1,50.5,2,-22.5,785.9354839,756.5454545,1,1,0,1,1,0,,,,,0,0,0
KW1204,,0,1,2,6,,,1,7.4,13,1,1,1,4.769230769,4.769230769,3.461538462,5,5.461538462,1.615384615,3.5,3,3.833333333,3.384615385,5.769230769,4.538461538,3.923076923,5.916666667,2.777777778,5.4,3.714285714,4.511196581,3.897435897,4.179487179,4.288995726,162,149,180.5,81,54.16666667,7,4.761904762,74,50.34013605,,,,,,45.83333333,,0,,,,957.6153846,824.0526316,0,0,0,0,0,0,,0,0,0,1,1,1
KW1205,,0,1,2,6,8,96,0,8.7,10,1,0,0,5.846153846,6.153846154,5.230769231,5.076923077,5.692307692,1.846153846,4,4.583333333,4.5,4.692307692,5.230769231,4.307692308,5.153846154,6.083333333,4,4.4,4.142857143,4.788974359,4.601282051,4.974358974,4.886217949,114,202.5,114,53,34.72222222,7,4.761904762,46,31.29251701,34.72222222,7,46,4.761904762,31.29251701,65.27777778,65.27777778,1,114,202.5,114,762.1363636,657.5714286,3,3,1,1,1,1,,1,1,,1,1,1
KW1206,,0,1,2,6,,,0,8.8,12,1,1,1,4.076923077,4.692307692,4.230769231,4.307692308,5.166666667,4.076923077,4.363636364,3.583333333,4.545454545,3.153846154,4.615384615,4.230769231,4.846153846,4,4.444444444,4.2,4.357142857,4.344273504,4.052331002,4.425213675,4.38034188,89,110.5,72.5,17,9.722222222,0,0,17,11.56462585,9.722222222,0,17,0,11.56462585,90.27777778,90.27777778,1,89,110.5,72.5,863.4193548,746.1470588,0,0,0,0,0,0,0,0,0,0,1,1,0
KW1207,,0,1,2,6,7,95,1,9.3,12,0,1,0,5.076923077,4,5.307692308,4,5.153846154,4,4,4.416666667,4.083333333,4.846153846,4.076923077,4.416666667,4.615384615,4.916666667,3.777777778,3.8,3.785714286,4.305299145,4.284615385,4.58974359,4.431623932,127.5,81.5,42,27,16.66666667,11,7.482993197,16,10.88435374,16.66666667,11,16,7.482993197,10.88435374,83.33333333,83.33333333,1,127.5,81.5,42,1008.724138,927.34375,0,0,0,0,1,0,0,,,0,1,1,0
KW1208,,0,1,2,6,8,96,0,9.5,12,0,1,0,4.307692308,4.384615385,3.615384615,3.923076923,5.076923077,3.769230769,5.416666667,4.916666667,4.333333333,3.923076923,4.230769231,4.3,4.692307692,5.416666667,5.333333333,5.2,5.285714286,4.988461538,4.564102564,4.179487179,4.935576923,130.5,-29,68,8,3.472222222,4,2.721088435,4,2.721088435,3.472222222,4,4,2.721088435,2.721088435,96.52777778,96.52777778,1,130.5,-29,68,964.9714286,893.1944444,3,3,1,1,0,1,1,1,0,,1,0,0
KW1211,,0,1,2,6,7,87,0,8.8,12,1,1,1,5.923076923,6.153846154,6.153846154,5.692307692,6.153846154,1.923076923,3.416666667,2.833333333,4.416666667,4.538461538,4.916666667,5.384615385,4.923076923,5.333333333,2.888888889,4,3.285714286,4.505982906,4.024358974,5.333333333,4.632478632,-36.5,-30,-25,26,15.97222222,3,2.040816327,23,15.6462585,15.97222222,3,23,2.040816327,15.6462585,84.02777778,84.02777778,1,-36.5,-30,-25,882.9375,940.3666667,0,0,0,0,1,0,,0,1,,0,0,0
KW1214,,0,1,2,6,7,92,0,8.6,17,1,0,0,3.818181818,5,3.666666667,4.384615385,5.384615385,3.076923077,4.272727273,3.363636364,6.363636364,3.692307692,5.230769231,4.615384615,4.846153846,5.416666667,5,5.2,5.083333333,5.015641026,4.584615385,4.221833722,4.969551282,79,97.5,194,15,8.333333333,4,2.721088435,11,7.482993197,8.333333333,4,11,2.721088435,7.482993197,91.66666667,91.66666667,1,79,97.5,194,904.0294118,858.0882353,3,3,1,1,0,1,1,1,0,,1,1,1
